YEAR,MONTH,DISTRIBUTOR,AREA,RETAILER NAME (R1),ADDRESS R1,REGENCY/DISTRICT,PRODUCT,JENIS PESTISIDA,PACKAGING,VOLUME (L/KG),jenis_pestisida_kode,packaging_kode_angka,regency_kode,product_kode,volume_normalisasi,cluster_hac
2024.0,2.0,CV. Aneka Jaya Tunas Agro,WEST JAVA,PUTRA TANI (BPK YANI),"Ciruas, Serang",SERANG,AVJUNSU 18 EC,Insektisida,1 L,70.0,1,1,12,2,0.1075268817204301,1
2024.0,2.0,CV. Aneka Jaya Tunas Agro,WEST JAVA,PUTRA TANI (BPK YANI),"Ciruas, Serang",SERANG,TRAVERSA 20/60 WG,Insektisida,100 GR,2.5,1,2,12,19,0.0349462365591397,1
2024.0,2.0,CV. Aneka Jaya Tunas Agro,WEST JAVA,ZAKI TANI (BPK DEDEN),"Ciruas, Serang",SERANG,TRAVERSA 20/60 WG,Insektisida,25 GR,5.0,1,6,12,19,0.0376344086021505,4
2024.0,2.0,CV. Aneka Jaya Tunas Agro,WEST JAVA,SRI MULYA TANI (BPK TARNO),"Cikeusik, Pandeglang Selatan",PANDEGLANG,ADORE 200 SC,Fungisida,250 ML,10.0,3,7,9,1,0.043010752688172,4
2024.0,2.0,CV. Aneka Jaya Tunas Agro,WEST JAVA,SRI MULYA TANI (BPK TARNO),"Cikeusik, Pandeglang Selatan",PANDEGLANG,AVJUNSU 18 EC,Insektisida,1 L,200.0,1,1,9,2,0.2473118279569892,1
2024.0,2.0,CV. Aneka Jaya Tunas Agro,WEST JAVA,SRI MULYA TANI (BPK TARNO),"Cikeusik, Pandeglang Selatan",PANDEGLANG,EMARVEL 100/50 SC,Insektisida,250 ML,15.0,1,7,9,7,0.0483870967741935,4
2024.0,2.0,CV. Aneka Jaya Tunas Agro,WEST JAVA,SRI MULYA TANI (BPK TARNO),"Cikeusik, Pandeglang Selatan",PANDEGLANG,E-TOBAN 500/50 SC,Insektisida,400 ML,10.0,1,9,9,4,0.043010752688172,4
2024.0,2.0,CV. Aneka Jaya Tunas Agro,WEST JAVA,SRI MULYA TANI (BPK TARNO),"Cikeusik, Pandeglang Selatan",PANDEGLANG,STROZOL 25/55 WG,Fungisida,50 GR,10.0,3,10,9,18,0.043010752688172,4
2024.0,2.0,CV. Aneka Jaya Tunas Agro,WEST JAVA,SRI MULYA TANI (BPK TARNO),"Cikeusik, Pandeglang Selatan",PANDEGLANG,TRAVERSA 20/60 WG,Insektisida,100 GR,10.0,1,2,9,19,0.043010752688172,1
2024.0,2.0,CV. Aneka Jaya Tunas Agro,WEST JAVA,MUKHSIN,Pontang,PONTANG,TRAVERSA 20/60 WG,Insektisida,25 GR,0.5,1,6,10,19,0.0327956989247311,4
2024.0,2.0,CV. Aneka Jaya Tunas Agro,WEST JAVA,MUKHSIN,Pontang,PONTANG,TRAVERSA 20/60 WG,Insektisida,100 GR,2.5,1,2,10,19,0.0349462365591397,1
2024.0,2.0,CV. Aneka Jaya Tunas Agro,WEST JAVA,SUGIANTO TANI (BPK SUGIANTO),"Lebak Wangi, Serang",SERANG,TRAVERSA 20/60 WG,Insektisida,100 GR,5.0,1,2,12,19,0.0376344086021505,1
2024.0,2.0,CV. Aneka Jaya Tunas Agro,WEST JAVA,TEGUH RIZKY (BPK TEGUH),"Bayah, Lebak",LEBAK,AVJUNSU 18 EC,Insektisida,250 ML,20.0,1,7,8,2,0.053763440860215,4
2024.0,2.0,CV. Aneka Jaya Tunas Agro,WEST JAVA,TEGUH RIZKY (BPK TEGUH),"Bayah, Lebak",LEBAK,TRAVERSA 20/60 WG,Insektisida,25 GR,1.3,1,6,8,19,0.0336559139784946,4
2024.0,2.0,CV. Aneka Jaya Tunas Agro,WEST JAVA,SRI MULYA TANI (BPK TARNO),"Cikeusik, Pandeglang Selatan",PANDEGLANG,ADORE 200 SC,Fungisida,100 ML,5.0,3,3,9,1,0.0376344086021505,1
2024.0,2.0,CV. Aneka Jaya Tunas Agro,WEST JAVA,SRI MULYA TANI (BPK TARNO),"Cikeusik, Pandeglang Selatan",PANDEGLANG,BALTIKO 68/2 WP,Insektisida,100 GR,10.0,1,2,9,3,0.043010752688172,1
2024.0,2.0,CV. Aneka Jaya Tunas Agro,WEST JAVA,SRI MULYA TANI (BPK TARNO),"Cikeusik, Pandeglang Selatan",PANDEGLANG,EMARVEL 100/50 SC,Insektisida,100 ML,5.0,1,3,9,7,0.0376344086021505,1
2024.0,2.0,CV. Aneka Jaya Tunas Agro,WEST JAVA,KUNDUR TANI (H. HAER),"Carenang, Serang",SERANG,AVJUNSU 18 EC,Insektisida,1 L,30.0,1,1,12,2,0.064516129032258,1
2024.0,2.0,CV. Aneka Jaya Tunas Agro,WEST JAVA,KUNDUR TANI (H. HAER),"Carenang, Serang",SERANG,BALTIKO 68/2 WP,Insektisida,100 GR,2.0,1,2,12,3,0.0344086021505376,1
2024.0,2.0,CV. Aneka Jaya Tunas Agro,WEST JAVA,HERI PUTRA (H. USMAN),"Sobang, Pandeglang",PANDEGLANG,EMARVEL 100/50 SC,Insektisida,100 ML,2.0,1,3,9,7,0.0344086021505376,1
2024.0,2.0,CV. Aneka Jaya Tunas Agro,WEST JAVA,HERI PUTRA (H. USMAN),"Sobang, Pandeglang",PANDEGLANG,EMARVEL 100/50 SC,Insektisida,250 ML,5.0,1,7,9,7,0.0376344086021505,4
2024.0,2.0,CV. Aneka Jaya Tunas Agro,WEST JAVA,PUTRA TANI (BPK YANI),"Ciruas, Serang",SERANG,E-TOBAN 500/50 SC,Insektisida,400 ML,20.0,1,9,12,4,0.053763440860215,4
2024.0,2.0,CV. Aneka Jaya Tunas Agro,WEST JAVA,ELANG MANDIRI TANI (BPK KANTA),"Leuwisadeng, Bogor",BOGOR,AVJUNSU 18 EC,Insektisida,250 ML,30.0,1,7,3,2,0.064516129032258,4
2024.0,2.0,CV. Aneka Jaya Tunas Agro,WEST JAVA,LANGGANAN JAYA (BPK NUR),"Panimbang, Pandeglang",PANDEGLANG,EMARVEL 100/50 SC,Insektisida,250 ML,15.0,1,7,9,7,0.0483870967741935,4
2024.0,2.0,CV. Aneka Jaya Tunas Agro,WEST JAVA,LANGGANAN JAYA (BPK NUR),"Panimbang, Pandeglang",PANDEGLANG,STROZOL 25/55 WG,Fungisida,50 GR,4.0,3,10,9,18,0.0365591397849462,4
2024.0,2.0,CV. Aneka Jaya Tunas Agro,WEST JAVA,ANGGITA JAYA (BPK SURYONO),"Panimbang, Pandeglang",PANDEGLANG,AVJUNSU 18 EC,Insektisida,500 ML,20.0,1,12,9,2,0.053763440860215,4
2024.0,2.0,CV. Aneka Jaya Tunas Agro,WEST JAVA,ANGGITA JAYA (BPK SURYONO),"Panimbang, Pandeglang",PANDEGLANG,STROZOL 25/55 WG,Fungisida,50 GR,3.5,3,10,9,18,0.036021505376344,4
2024.0,2.0,CV. Aneka Jaya Tunas Agro,WEST JAVA,BERKAH TANI (BPK KADIRA),"Bojen, Pandeglang",PANDEGLANG,ET-PRORISO 10/50 OD,Herbisida,500 ML,10.0,2,12,9,13,0.043010752688172,4
2024.0,2.0,CV. Aneka Jaya Tunas Agro,WEST JAVA,GILANG TANI (BPK KHOMAR),"Cigeulis, Pandeglang",PANDEGLANG,EMARVEL 100/50 SC,Insektisida,100 ML,2.0,1,3,9,7,0.0344086021505376,1
2024.0,2.0,CV. Aneka Jaya Tunas Agro,WEST JAVA,ZAKI TANI (BPK DEDEN),"Ciruas, Serang",SERANG,TRAVERSA 20/60 WG,Insektisida,100 GR,10.0,1,2,12,19,0.043010752688172,1
2024.0,2.0,CV. Aneka Jaya Tunas Agro,WEST JAVA,LANGGANAN JAYA (BPK NUR),"Panimbang, Pandeglang",PANDEGLANG,BALTIKO 68/2 WP,Insektisida,100 GR,20.0,1,2,9,3,0.053763440860215,1
2024.0,2.0,CV. Aneka Jaya Tunas Agro,WEST JAVA,PUTRI BUNGSU TANI (BPK TARNO),"Cikeusik, Pandeglang Selatan",PANDEGLANG,ET-PRORISO 10/50 OD,Herbisida,200 ML,2.0,2,5,9,13,0.0344086021505376,1
2024.0,2.0,CV. Aneka Jaya Tunas Agro,WEST JAVA,PUTRI BUNGSU TANI (BPK TARNO),"Cikeusik, Pandeglang Selatan",PANDEGLANG,ET-PRORISO 10/50 OD,Herbisida,500 ML,5.0,2,12,9,13,0.0376344086021505,4
2024.0,2.0,CV. Aneka Jaya Tunas Agro,WEST JAVA,SARANA TANI (H. YAHYA),"Tirtayasa, Serang",SERANG,TRAVERSA 20/60 WG,Insektisida,25 GR,0.5,1,6,12,19,0.0327956989247311,4
2024.0,2.0,CV. Aneka Jaya Tunas Agro,WEST JAVA,SARANA TANI (H. YAHYA),"Tirtayasa, Serang",SERANG,TRAVERSA 20/60 WG,Insektisida,100 GR,2.0,1,2,12,19,0.0344086021505376,1
2024.0,2.0,CV. Aneka Jaya Tunas Agro,WEST JAVA,MUDA MANDIRI (BPK ALI),"Cikeusik, Pandeglang Selatan",PANDEGLANG,ADORE 200 SC,Fungisida,250 ML,14.0,3,7,9,1,0.0473118279569892,4
2024.0,2.0,CV. Aneka Jaya Tunas Agro,WEST JAVA,MUDA MANDIRI (BPK ALI),"Cikeusik, Pandeglang Selatan",PANDEGLANG,AVJUNSU 18 EC,Insektisida,1 L,50.0,1,1,9,2,0.086021505376344,1
2024.0,2.0,CV. Aneka Jaya Tunas Agro,WEST JAVA,MUDA MANDIRI (BPK ALI),"Cikeusik, Pandeglang Selatan",PANDEGLANG,BALTIKO 68/2 WP,Insektisida,100 GR,10.0,1,2,9,3,0.043010752688172,1
2024.0,2.0,CV. Aneka Jaya Tunas Agro,WEST JAVA,MUDA MANDIRI (BPK ALI),"Cikeusik, Pandeglang Selatan",PANDEGLANG,TRAVERSA 20/60 WG,Insektisida,100 GR,5.0,1,2,9,19,0.0376344086021505,1
2024.0,2.0,CV. Aneka Jaya Tunas Agro,WEST JAVA,MZ TANI (MA'RUF),"Pontang, Serang",SERANG,AVJUNSU 18 EC,Insektisida,1 L,50.0,1,1,12,2,0.086021505376344,1
2024.0,2.0,CV. Aneka Jaya Tunas Agro,WEST JAVA,MZ TANI (MA'RUF),"Pontang, Serang",SERANG,TRAVERSA 20/60 WG,Insektisida,100 GR,5.0,1,2,12,19,0.0376344086021505,1
2024.0,2.0,CV. Aneka Jaya Tunas Agro,WEST JAVA,MZ TANI (MA'RUF),"Pontang, Serang",SERANG,TRAVERSA 20/60 WG,Insektisida,25 GR,1.0,1,6,12,19,0.0333333333333333,4
2024.0,2.0,CV. Aneka Jaya Tunas Agro,WEST JAVA,AHLI TANI 13 (BPK MAHMUD),"Panimbang, Pandeglang",PANDEGLANG,TRAVERSA 20/60 WG,Insektisida,100 GR,5.0,1,2,9,19,0.0376344086021505,1
2024.0,2.0,CV. Aneka Jaya Tunas Agro,WEST JAVA,ANGGITA JAYA (BPK SURYONO),"Panimbang, Pandeglang",PANDEGLANG,TRAVERSA 20/60 WG,Insektisida,100 GR,5.0,1,2,9,19,0.0376344086021505,1
2024.0,2.0,CV. Aneka Jaya Tunas Agro,WEST JAVA,RAGAM JAYA TANI (NUPUS),Cilegon,CILEGON,AVJUNSU 18 EC,Insektisida,1 L,10.0,1,1,4,2,0.043010752688172,1
2024.0,2.0,CV. Aneka Jaya Tunas Agro,WEST JAVA,RAGAM JAYA TANI (NUPUS),Cilegon,CILEGON,BALTIKO 68/2 WP,Insektisida,100 GR,2.5,1,2,4,3,0.0349462365591397,1
2024.0,2.0,CV. Aneka Jaya Tunas Agro,WEST JAVA,DEDI,Pontang,PONTANG,TRAVERSA 20/60 WG,Insektisida,25 GR,1.3,1,6,10,19,0.0336559139784946,4
2024.0,2.0,CV. Aneka Jaya Tunas Agro,WEST JAVA,DEDI,Pontang,PONTANG,TRAVERSA 20/60 WG,Insektisida,100 GR,5.0,1,2,10,19,0.0376344086021505,1
2024.0,2.0,CV. Aneka Jaya Tunas Agro,WEST JAVA,MULTI PRIMA TANI (BPK HERMAN),"Wanasalam, Pandeglang Selatan",PANDEGLANG,EMARVEL 100/50 SC,Insektisida,250 ML,10.0,1,7,9,7,0.043010752688172,4
2024.0,2.0,CV. Aneka Jaya Tunas Agro,WEST JAVA,MULTI PRIMA TANI (BPK HERMAN),"Wanasalam, Pandeglang Selatan",PANDEGLANG,ET-PRORISO 10/50 OD,Herbisida,200 ML,6.0,2,5,9,13,0.0387096774193548,1
2024.0,2.0,CV. Aneka Jaya Tunas Agro,WEST JAVA,MULTI PRIMA TANI (BPK HERMAN),"Wanasalam, Pandeglang Selatan",PANDEGLANG,ET-PRORISO 10/50 OD,Herbisida,500 ML,10.0,2,12,9,13,0.043010752688172,4
2024.0,2.0,CV. Aneka Jaya Tunas Agro,WEST JAVA,YANI TANI (BPK TARYA),"Bojen, Pandeglang",PANDEGLANG,EMARVEL 100/50 SC,Insektisida,250 ML,20.0,1,7,9,7,0.053763440860215,4
2024.0,3.0,CV. Aneka Jaya Tunas Agro,WEST JAVA,SUMBER TANI AGUNG (BPK EMAN),"Munjul, Pandeglang",PANDEGLANG,AVJUNSU 18 EC,Insektisida,250 ML,10.0,1,7,9,2,0.043010752688172,4
2024.0,3.0,CV. Aneka Jaya Tunas Agro,WEST JAVA,SUMBER TANI AGUNG (BPK EMAN),"Munjul, Pandeglang",PANDEGLANG,AVJUNSU 18 EC,Insektisida,500 ML,40.0,1,12,9,2,0.075268817204301,4
2024.0,3.0,CV. Aneka Jaya Tunas Agro,WEST JAVA,SUMBER TANI AGUNG (BPK EMAN),"Munjul, Pandeglang",PANDEGLANG,E-TOBAN 500/50 SC,Insektisida,400 ML,40.0,1,9,9,4,0.075268817204301,4
2024.0,3.0,CV. Aneka Jaya Tunas Agro,WEST JAVA,SUMBER TANI AGUNG (BPK EMAN),"Munjul, Pandeglang",PANDEGLANG,STROZOL 25/55 WG,Fungisida,"12,5 GR",1.3,3,4,9,18,0.0336559139784946,1
2024.0,3.0,CV. Aneka Jaya Tunas Agro,WEST JAVA,LANGGANAN JAYA (BPK NUR),"Panimbang, Pandeglang",PANDEGLANG,AVJUNSU 18 EC,Insektisida,1 L,100.0,1,1,9,2,0.1397849462365591,1
2024.0,3.0,CV. Aneka Jaya Tunas Agro,WEST JAVA,SUGIANTO TANI (BPK SUGIANTO),"Lebak Wangi, Serang",SERANG,ADORE 200 SC,Fungisida,250 ML,5.0,3,7,12,1,0.0376344086021505,4
2024.0,3.0,CV. Aneka Jaya Tunas Agro,WEST JAVA,SUGIANTO TANI (BPK SUGIANTO),"Lebak Wangi, Serang",SERANG,AVJUNSU 18 EC,Insektisida,1 L,30.0,1,1,12,2,0.064516129032258,1
2024.0,3.0,CV. Aneka Jaya Tunas Agro,WEST JAVA,SUGIANTO TANI (BPK SUGIANTO),"Lebak Wangi, Serang",SERANG,E-TOBAN 500/50 SC,Insektisida,400 ML,20.0,1,9,12,4,0.053763440860215,4
2024.0,3.0,CV. Aneka Jaya Tunas Agro,WEST JAVA,SUGIANTO TANI (BPK SUGIANTO),"Lebak Wangi, Serang",SERANG,TRAVERSA 20/60 WG,Insektisida,25 GR,1.3,1,6,12,19,0.0336559139784946,4
2024.0,3.0,CV. Aneka Jaya Tunas Agro,WEST JAVA,SUGIANTO TANI (BPK SUGIANTO),"Lebak Wangi, Serang",SERANG,TRAVERSA 20/60 WG,Insektisida,100 GR,2.4,1,2,12,19,0.0348387096774193,1
2024.0,3.0,CV. Aneka Jaya Tunas Agro,WEST JAVA,MINI JAYA TANI (BPK TARMIN),"Bojen, Pandeglang",PANDEGLANG,TRAVERSA 20/60 WG,Insektisida,100 GR,5.0,1,2,9,19,0.0376344086021505,1
2024.0,3.0,CV. Aneka Jaya Tunas Agro,WEST JAVA,ZONA TANI (BPK ASEP),Bogor,BOGOR,AVJUNSU 18 EC,Insektisida,1 L,10.0,1,1,3,2,0.043010752688172,1
2024.0,3.0,CV. Aneka Jaya Tunas Agro,WEST JAVA,MEGA TANIA (SATIBI),"Pontang, Serang",SERANG,TRAVERSA 20/60 WG,Insektisida,100 GR,5.0,1,2,12,19,0.0376344086021505,1
2024.0,3.0,CV. Aneka Jaya Tunas Agro,WEST JAVA,JAYA RAYA (BPK RASIMAN),"Pontang, Serang",SERANG,TRAVERSA 20/60 WG,Insektisida,25 GR,0.5,1,6,12,19,0.0327956989247311,4
2024.0,3.0,CV. Aneka Jaya Tunas Agro,WEST JAVA,JAYA RAYA (BPK RASIMAN),"Pontang, Serang",SERANG,TRAVERSA 20/60 WG,Insektisida,100 GR,2.0,1,2,12,19,0.0344086021505376,1
2024.0,3.0,CV. Aneka Jaya Tunas Agro,WEST JAVA,MINI JAYA TANI (BPK TARMIN),"Bojen, Pandeglang",PANDEGLANG,ADORE 200 SC,Fungisida,250 ML,5.0,3,7,9,1,0.0376344086021505,4
2024.0,3.0,CV. Aneka Jaya Tunas Agro,WEST JAVA,TEGUH RIZKY (BPK TEGUH),"Bayah, Lebak",LEBAK,AVJUNSU 18 EC,Insektisida,500 ML,10.0,1,12,8,2,0.043010752688172,4
2024.0,3.0,CV. Aneka Jaya Tunas Agro,WEST JAVA,BERKAH TANI (BPK DEDEN),"Menes, Pandeglang",PANDEGLANG,TRAVERSA 20/60 WG,Insektisida,25 GR,0.5,1,6,9,19,0.0327956989247311,4
2024.0,3.0,CV. Aneka Jaya Tunas Agro,WEST JAVA,ALAM MAKMUR (H. IBRAHIM),Pandeglang,PANDEGLANG,TRAVERSA 20/60 WG,Insektisida,25 GR,0.5,1,6,9,19,0.0327956989247311,4
2024.0,3.0,CV. Aneka Jaya Tunas Agro,WEST JAVA,ALAM MAKMUR (H. IBRAHIM),Pandeglang,PANDEGLANG,TRAVERSA 20/60 WG,Insektisida,100 GR,2.0,1,2,9,19,0.0344086021505376,1
2024.0,3.0,CV. Aneka Jaya Tunas Agro,WEST JAVA,RIZQUNA TANI (UST. NASORI),"Bojen, Pandeglang",PANDEGLANG,TRAVERSA 20/60 WG,Insektisida,25 GR,5.0,1,6,9,19,0.0376344086021505,4
2024.0,3.0,CV. Aneka Jaya Tunas Agro,WEST JAVA,RIZQUNA TANI (UST. NASORI),"Bojen, Pandeglang",PANDEGLANG,TRAVERSA 20/60 WG,Insektisida,100 GR,5.0,1,2,9,19,0.0376344086021505,1
2024.0,3.0,CV. Aneka Jaya Tunas Agro,WEST JAVA,LINGGA JAYA (BPK AMARUDIN),"Rajeg, Tangerang",TANGERANG,AVJUNSU 18 EC,Insektisida,1 L,30.0,1,1,15,2,0.064516129032258,1
2024.0,3.0,CV. Aneka Jaya Tunas Agro,WEST JAVA,SUGIANTO TANI (BPK SUGIANTO),"Lebak Wangi, Serang",SERANG,ADORE 200 SC,Fungisida,250 ML,2.8,3,7,12,1,0.035268817204301,4
2024.0,3.0,CV. Aneka Jaya Tunas Agro,WEST JAVA,HERI PUTRA (H. USMAN),"Sobang, Pandeglang",PANDEGLANG,TRAVERSA 20/60 WG,Insektisida,100 GR,5.0,1,2,9,19,0.0376344086021505,1
2024.0,3.0,CV. Aneka Jaya Tunas Agro,WEST JAVA,AHLI TANI 13 (BPK MAHMUD),"Panimbang, Pandeglang",PANDEGLANG,ADORE 200 SC,Fungisida,100 ML,5.0,3,3,9,1,0.0376344086021505,1
2024.0,3.0,CV. Aneka Jaya Tunas Agro,WEST JAVA,BERKAH TANI (BPK KADIRA),"Bojen, Pandeglang",PANDEGLANG,ADORE 200 SC,Fungisida,250 ML,15.0,3,7,9,1,0.0483870967741935,4
2024.0,3.0,CV. Aneka Jaya Tunas Agro,WEST JAVA,LANGGANAN JAYA (BPK NUR),"Panimbang, Pandeglang",PANDEGLANG,ADORE 200 SC,Fungisida,250 ML,25.0,3,7,9,1,0.0591397849462365,4
2024.0,3.0,CV. Aneka Jaya Tunas Agro,WEST JAVA,LANGGANAN JAYA (BPK NUR),"Panimbang, Pandeglang",PANDEGLANG,STROZOL 25/55 WG,Fungisida,50 GR,15.0,3,10,9,18,0.0483870967741935,4
2024.0,3.0,CV. Aneka Jaya Tunas Agro,WEST JAVA,RIDWAN TANI (BPK PARMAN),"Pagelaran, Pandeglang",PANDEGLANG,TRAVERSA 20/60 WG,Insektisida,100 GR,2.0,1,2,9,19,0.0344086021505376,1
2024.0,3.0,CV. Aneka Jaya Tunas Agro,WEST JAVA,ANGGITA JAYA (BPK SURYONO),"Panimbang, Pandeglang",PANDEGLANG,ADORE 200 SC,Fungisida,250 ML,25.0,3,7,9,1,0.0591397849462365,4
2024.0,3.0,CV. Aneka Jaya Tunas Agro,WEST JAVA,ANGGITA JAYA (BPK SURYONO),"Panimbang, Pandeglang",PANDEGLANG,STROZOL 25/55 WG,Fungisida,50 GR,10.0,3,10,9,18,0.043010752688172,4
2024.0,3.0,CV. Aneka Jaya Tunas Agro,WEST JAVA,MINI JAYA TANI (BPK TARMIN),"Bojen, Pandeglang",PANDEGLANG,ADORE 200 SC,Fungisida,250 ML,25.0,3,7,9,1,0.0591397849462365,4
2024.0,3.0,CV. Aneka Jaya Tunas Agro,WEST JAVA,YANI TANI (BPK TARYA),"Bojen, Pandeglang",PANDEGLANG,TRAVERSA 20/60 WG,Insektisida,100 GR,5.0,1,2,9,19,0.0376344086021505,1
2024.0,3.0,CV. Aneka Jaya Tunas Agro,WEST JAVA,HIRZI TANI JAYA (BPK KOSIM),"Kronjo, Tangerang",TANGERANG,ADORE 200 SC,Fungisida,100 ML,1.5,3,3,15,1,0.0338709677419354,1
2024.0,3.0,CV. Aneka Jaya Tunas Agro,WEST JAVA,HIRZI TANI JAYA (BPK KOSIM),"Kronjo, Tangerang",TANGERANG,AVJUNSU 18 EC,Insektisida,250 ML,10.0,1,7,15,2,0.043010752688172,4
2024.0,3.0,CV. Aneka Jaya Tunas Agro,WEST JAVA,HIRZI TANI JAYA (BPK KOSIM),"Kronjo, Tangerang",TANGERANG,AVJUNSU 18 EC,Insektisida,1 L,10.0,1,1,15,2,0.043010752688172,1
2024.0,3.0,CV. Aneka Jaya Tunas Agro,WEST JAVA,ZAKI TANI (BPK DEDEN),"Ciruas, Serang",SERANG,TRAVERSA 20/60 WG,Insektisida,100 GR,10.0,1,2,12,19,0.043010752688172,1
2024.0,3.0,CV. Aneka Jaya Tunas Agro,WEST JAVA,MINI JAYA TANI (BPK TARMIN),"Bojen, Pandeglang",PANDEGLANG,TRAVERSA 20/60 WG,Insektisida,100 GR,10.0,1,2,9,19,0.043010752688172,1
2024.0,3.0,CV. Aneka Jaya Tunas Agro,WEST JAVA,SAHABAT TANI (H. UDIN),"Panimbang, Pandeglang",PANDEGLANG,AVJUNSU 18 EC,Insektisida,500 ML,10.0,1,12,9,2,0.043010752688172,4
2024.0,3.0,CV. Aneka Jaya Tunas Agro,WEST JAVA,SAHABAT TANI (H. UDIN),"Panimbang, Pandeglang",PANDEGLANG,AVJUNSU 18 EC,Insektisida,1 L,10.0,1,1,9,2,0.043010752688172,1
2024.0,3.0,CV. Aneka Jaya Tunas Agro,WEST JAVA,SAHABAT TANI (H. UDIN),"Panimbang, Pandeglang",PANDEGLANG,TRAVERSA 20/60 WG,Insektisida,25 GR,0.5,1,6,9,19,0.0327956989247311,4
2024.0,3.0,CV. Aneka Jaya Tunas Agro,WEST JAVA,MUDA MANDIRI (BPK ALI),"Cikeusik, Pandeglang Selatan",PANDEGLANG,STROZOL 25/55 WG,Fungisida,50 GR,5.0,3,10,9,18,0.0376344086021505,4
2024.0,3.0,CV. Aneka Jaya Tunas Agro,WEST JAVA,LANGGANAN JAYA (BPK NUR),"Panimbang, Pandeglang",PANDEGLANG,TRAVERSA 20/60 WG,Insektisida,100 GR,35.0,1,2,9,19,0.0698924731182795,1
2024.0,3.0,CV. Aneka Jaya Tunas Agro,WEST JAVA,AHLI TANI 13 (BPK MAHMUD),"Panimbang, Pandeglang",PANDEGLANG,TRAVERSA 20/60 WG,Insektisida,100 GR,15.0,1,2,9,19,0.0483870967741935,1
2024.0,3.0,CV. Aneka Jaya Tunas Agro,WEST JAVA,JAYA RAYA (BPK RASIMAN),"Pontang, Serang",SERANG,TRAVERSA 20/60 WG,Insektisida,100 GR,5.0,1,2,12,19,0.0376344086021505,1
2024.0,3.0,CV. Aneka Jaya Tunas Agro,WEST JAVA,ANGGITA JAYA (BPK SURYONO),"Panimbang, Pandeglang",PANDEGLANG,TRAVERSA 20/60 WG,Insektisida,100 GR,10.0,1,2,9,19,0.043010752688172,1
2024.0,3.0,CV. Aneka Jaya Tunas Agro,WEST JAVA,SINAR TANI (HJ. YOLA),"Malimping, Pandeglang Selatan",PANDEGLANG,TRAVERSA 20/60 WG,Insektisida,25 GR,0.5,1,6,9,19,0.0327956989247311,4
2024.0,3.0,CV. Aneka Jaya Tunas Agro,WEST JAVA,MINI JAYA TANI (BPK TARMIN),"Bojen, Pandeglang",PANDEGLANG,ADORE 200 SC,Fungisida,250 ML,50.0,3,7,9,1,0.086021505376344,4
2024.0,3.0,CV. Aneka Jaya Tunas Agro,WEST JAVA,MINI JAYA TANI (BPK TARMIN),"Bojen, Pandeglang",PANDEGLANG,TRAVERSA 20/60 WG,Insektisida,100 GR,15.0,1,2,9,19,0.0483870967741935,1
2024.0,3.0,CV. Aneka Jaya Tunas Agro,WEST JAVA,DUA PUTRA (IBU JUJU),"Bojen, Pandeglang",PANDEGLANG,TRAVERSA 20/60 WG,Insektisida,100 GR,5.0,1,2,9,19,0.0376344086021505,1
2024.0,3.0,CV. Aneka Jaya Tunas Agro,WEST JAVA,LANGGANAN JAYA (BPK NUR),"Panimbang, Pandeglang",PANDEGLANG,TRAVERSA 20/60 WG,Insektisida,100 GR,15.0,1,2,9,19,0.0483870967741935,1
2024.0,3.0,CV. Aneka Jaya Tunas Agro,WEST JAVA,AHLI TANI 13 (BPK MAHMUD),"Panimbang, Pandeglang",PANDEGLANG,ADORE 200 SC,Fungisida,250 ML,25.0,3,7,9,1,0.0591397849462365,4
2024.0,3.0,CV. Aneka Jaya Tunas Agro,WEST JAVA,PUTRA TANI (BPK YANI),"Ciruas, Serang",SERANG,E-TOBAN 500/50 SC,Insektisida,400 ML,20.0,1,9,12,4,0.053763440860215,4
2024.0,3.0,CV. Aneka Jaya Tunas Agro,WEST JAVA,PUTRA TANI (BPK YANI),"Ciruas, Serang",SERANG,TRAVERSA 20/60 WG,Insektisida,100 GR,10.0,1,2,12,19,0.043010752688172,1
2024.0,3.0,CV. Aneka Jaya Tunas Agro,WEST JAVA,GAHU MEKAR (BPK DONI),"Bojong, Pandeglang",PANDEGLANG,TRAVERSA 20/60 WG,Insektisida,25 GR,1.3,1,6,9,19,0.0336559139784946,4
2024.0,3.0,CV. Aneka Jaya Tunas Agro,WEST JAVA,SUMBER TANI AGUNG (BPK EMAN),"Munjul, Pandeglang",PANDEGLANG,TRAVERSA 20/60 WG,Insektisida,25 GR,5.0,1,6,9,19,0.0376344086021505,4
2024.0,3.0,CV. Aneka Jaya Tunas Agro,WEST JAVA,CAHAYA TANI (IBU SITI),"Bojen, Pandeglang",PANDEGLANG,TRAVERSA 20/60 WG,Insektisida,100 GR,5.0,1,2,9,19,0.0376344086021505,1
2024.0,3.0,CV. Aneka Jaya Tunas Agro,WEST JAVA,AHLI TANI 13 (BPK MAHMUD),"Panimbang, Pandeglang",PANDEGLANG,ADORE 200 SC,Fungisida,250 ML,15.0,3,7,9,1,0.0483870967741935,4
2024.0,3.0,CV. Aneka Jaya Tunas Agro,WEST JAVA,AHLI TANI 13 (BPK MAHMUD),"Panimbang, Pandeglang",PANDEGLANG,TRAVERSA 20/60 WG,Insektisida,25 GR,5.0,1,6,9,19,0.0376344086021505,4
